test,ARIMA,SARIMA,baseline
0.0038461538461538464,0.10006389615139252,0.009515660986636202,0.0019230769230769232
0.07115384615384616,0.11614589465425522,0.07874687895481677,0.0038461538461538464
0.5807692307692308,0.15637154915304027,0.3798148979207368,0.07115384615384616
0.4076923076923077,0.3642219207273247,0.2623132485031299,0.5807692307692308
0.5923076923076923,0.20566567771451005,0.22900551189603277,0.4076923076923077
0.06538461538461539,0.2398384574852241,0.058155715464428714,0.5923076923076923
0.09423076923076924,-0.04676569404795715,0.08472179255690035,0.06538461538461539
0.025,-0.0006334736123217444,0.17540371334283017,0.09423076923076924
0.057692307692307696,-0.0063003188990956305,0.08304665202647568,0.025
0.0,0.03795254032824716,0.004204457352646077,0.057692307692307696
0.0019230769230769232,0.0343552229908292,0.006344742261477363,0.0
0.0019230769230769232,0.06150397807149027,0.008282621305715223,0.0019230769230769232
0.0038461538461538464,0.0825848219881216,0.00929611521786201,0.0019230769230769232
0.057692307692307696,0.10130230218602745,0.07427195543872255,0.0038461538461538464
0.2826923076923077,0.1384018603288249,0.3748678610514914,0.057692307692307696
0.19230769230769232,0.2340320136084425,0.2573580493644857,0.2826923076923077
0.38269230769230766,0.1621824683663793,0.22701400079161546,0.19230769230769232
0.04038461538461539,0.22578575734836964,0.060195949466620026,0.38269230769230766
0.5942307692307692,0.04234260788994425,0.0793259555933909,0.04038461538461539
0.0,0.2870749739503117,0.16664769432588047,0.5942307692307692
0.08653846153846154,-0.02871788129736004,0.0811459270391976,0.0
0.0,0.0417093733092266,0.004537386026341017,0.08653846153846154
0.0019230769230769232,0.023003527336911217,0.006608245680956316,0.0
0.0019230769230769232,0.0519086972075635,0.008347195607488301,0.0019230769230769232
0.0038461538461538464,0.07601811074545038,0.009210234829199394,0.0019230769230769232
0.09807692307692308,0.09624538865424133,0.07403174692407487,0.0038461538461538464
0.26346153846153847,0.14921906411647623,0.3783061245689262,0.09807692307692308
0.27884615384615385,0.21130603940941134,0.2595589254103622,0.26346153846153847
0.1980769230769231,0.18704803792525426,0.2323896074485316,0.27884615384615385
0.04038461538461539,0.12751075279121799,0.05927552335183654,0.1980769230769231
0.0,0.05660073171613163,0.0794021720703334,0.04038461538461539
0.007692307692307693,0.05982720309053621,0.16623621608940806,0.0
0.057692307692307696,0.08564289355690174,0.08333555733417056,0.007692307692307693
0.0,0.12297193294554917,0.004598430248219646,0.057692307692307696
0.0019230769230769232,0.1070328219863928,0.006655011736972246,0.0
0.0019230769230769232,0.12316619155095501,0.008273884389489011,0.0019230769230769232
0.025,0.13531853904171146,0.009577130297755603,0.0019230769230769232
0.07692307692307693,0.15418124269023675,0.07468712667156116,0.025
0.28076923076923077,0.17924262002479233,0.37882231870710864,0.07692307692307693
0.17884615384615388,0.2539686051649026,0.2601326842250794,0.28076923076923077
0.17884615384615388,0.17587627970096292,0.23262061201633552,0.17884615384615388
0.06346153846153846,0.16065298647414822,0.05953343388073139,0.17884615384615388
0.05384615384615385,0.10313802186317828,0.08010314699530664,0.06346153846153846
0.7000000000000001,0.10806002749059607,0.1671810286410096,0.05384615384615385
0.05961538461538462,0.36547218626827105,0.08370870590836749,0.7000000000000001
0.0,0.01869968817664193,0.004923362323980738,0.05961538461538462
0.0019230769230769232,0.01834330650823926,0.0069851246887646665,0.0
0.0019230769230769232,0.04770739239808211,0.008622665642882815,0.0019230769230769232
0.0038461538461538464,0.07186106790817676,0.009915410022321625,0.0019230769230769232
0.09615384615384616,0.09262245622709424,0.07502218307543487,0.0038461538461538464
0.34423076923076923,0.14429959236949277,0.3789218585660038,0.09615384615384616
0.26153846153846155,0.23642014593504382,0.26031093500031693,0.34423076923076923
0.1903846153846154,0.16221268254579607,0.23260593610509933,0.26153846153846155
0.04038461538461539,0.11297618691237825,0.05993166275140463,0.1903846153846154
0.09615384615384616,0.04972719722427582,0.08041525764360695,0.04038461538461539
0.2423076923076923,0.09039031954260868,0.16751390263927465,0.09615384615384616
0.057692307692307696,0.15225696904467426,0.08389701113658292,0.2423076923076923
0.0,0.06449380568981272,0.005253921262039042,0.057692307692307696
0.0019230769230769232,0.05835416572004984,0.007316382563642126,0.0
0.0019230769230769232,0.08179449932098547,0.008960956475425212,0.0019230769230769232
0.0057692307692307696,0.10077280496759945,0.010225232118521992,0.0019230769230769232
0.09615384615384616,0.11786345355262969,0.07531317826498124,0.0057692307692307696
0.43653846153846154,0.16489262118667442,0.3792329400248083,0.09615384615384616
0.20384615384615384,0.2888916050183902,0.2606145765895006,0.43653846153846154
0.22884615384615387,0.13954013599676438,0.23294107827166774,0.20384615384615384
0.05961538461538462,0.13637199693890403,0.06024587102164342,0.22884615384615387
0.4076923076923077,0.058085104084644734,0.08070431841504734,0.05961538461538462
0.021153846153846155,0.20445327993033052,0.1677859601773009,0.4076923076923077
0.057692307692307696,0.015054061193934418,0.084213382231391,0.021153846153846155
0.0,0.055680418381177904,0.005566861592667567,0.057692307692307696
0.0019230769230769232,0.05104408028603373,0.007628949678992533,0.0
0.0019230769230769232,0.0756607455257718,0.009271969190765738,0.0019230769230769232
0.0057692307692307696,0.09567313425220236,0.010538256933779971,0.0019230769230769232
0.11346153846153847,0.11304006847849864,0.07562728891377635,0.0057692307692307696
0.3615384615384616,0.1671913971703964,0.3795616105480377,0.11346153846153847
0.17500000000000002,0.25375718984296225,0.2609384148634471,0.3615384615384616
0.3019230769230769,0.1358431247035546,0.23327614511721076,0.17500000000000002
0.04038461538461539,0.17452942335936014,0.06055474883678858,0.3019230769230769
0.0903846153846154,0.047821315982343654,0.08102002820613133,0.04038461538461539
0.03653846153846154,0.0864843713967356,0.16810109333733297,0.0903846153846154
0.057692307692307696,0.07480108203623329,0.08453596831607985,0.03653846153846154
0.0,0.09891504809770155,0.0058802495438245485,0.057692307692307696
0.0019230769230769232,0.0874575226021731,0.007942308976812456,0.0
0.007692307692307693,0.10652868523840414,0.00958493800901404,0.0019230769230769232
0.0057692307692307696,0.12354401033713469,0.010853005021129923,0.007692307692307693
0.1,0.13422156618359599,0.07594322502720338,0.0057692307692307696
0.5980769230769232,0.17956718459658216,0.379875549631126,0.1
0.20576923076923076,0.3586169165055426,0.2612530676160287,0.5980769230769232
0.17692307692307693,0.12149311486654917,0.2335882046286178,0.20576923076923076
0.05384615384615385,0.10072102159150742,0.06086940087888187,0.17692307692307693
0.13461538461538464,0.051418201838137514,0.08133601734356292,0.05384615384615385
0.11153846153846154,0.09923510964957037,0.16841822770070836,0.13461538461538464
0.11346153846153847,0.0920991136129414,0.08484984184703384,0.11153846153846154
0.0,0.09790454382209827,0.00619477566133862,0.11346153846153847
0.0019230769230769232,0.05997414682686637,0.008256860974095484,0.0
0.0019230769230769232,0.08316572009045822,0.009899610377142867,0.0019230769230769232
0.0057692307692307696,0.10171653813922085,0.011167462453297685,0.0019230769230769232
0.15384615384615385,0.11874413803716798,0.07625755589403238,0.0057692307692307696
0.3,0.18679258395602774,0.38018901544606226,0.15384615384615385
0.225,0.2267741846338513,0.2615668181699682,0.3
0.33076923076923076,0.16208866038887737,0.23390133693374723,0.225
0.04038461538461539,0.18304455713299686,0.061184135556047105,0.33076923076923076
0.0,0.04153489541155035,0.08165024055874348,0.04038461538461539
0.0,0.04750109440508994,0.16873243569298224,0.0
0.28461538461538466,0.0721056746119296,0.08516371093525756,0.0
0.0,0.1979650572711484,0.006509219508925268,0.28461538461538466
0.0019230769230769232,0.06245644276197214,0.008571305505324336,0.0
0.0019230769230769232,0.08527803186777318,0.010214075007119097,0.0019230769230769232
0.0057692307692307696,0.10364378469664087,0.011481820019811347,0.0019230769230769232
0.05961538461538462,0.12039339699394629,0.07657184118715982,0.0057692307692307696
0.31923076923076926,0.15298208694338575,0.3805034722523257,0.05961538461538462
0.27884615384615385,0.25082711265913993,0.2618812148158801,0.31923076923076926
0.7000000000000001,0.19319701544289103,0.23421593285632686,0.27884615384615385
0.05384615384615385,0.3210083108978245,0.06149848657259235,0.7000000000000001
0.5326923076923077,-0.016220245440227557,0.0819645273604179,0.05384615384615385
0.0,0.18865548283207276,0.1690466478689029,0.5326923076923077
0.05961538461538462,0.09296430843545425,0.08547815333638285,0.0
0.0,0.06850658544137256,0.006823592306986409,0.05961538461538462
0.0019230769230769232,0.10290145845354688,0.008885676569299493,0.0
0.0019230769230769232,0.03302936868441775,0.010528437220327275,0.0019230769230769232
0.0057692307692307696,0.11029558484752446,0.011796201340517136,0.0019230769230769232
0.07692307692307693,0.03264358465272725,0.07688623418768374,0.0057692307692307696
0.47884615384615387,0.1407658548911552,0.38081791419502087,0.07692307692307693
0.17500000000000002,0.23383460198785078,0.2621956408208315,0.47884615384615387
0.21153846153846156,0.18044809438627935,0.23453039028029812,0.17500000000000002
0.04038461538461539,0.11874582132249936,0.06181284996028754,0.21153846153846156
0.0,0.11640960045730925,0.08227892737218823,0.04038461538461539
0.0,0.026831875905606706,0.16936105234563156,0.0
0.11346153846153847,0.11205759395613604,0.08579256942058192,0.0
0.0,0.07439139672633122,0.0071379738143363064,0.11346153846153847
0.0019230769230769232,0.1137737079602811,0.009200058112163923,0.0
0.0019230769230769232,0.11014177227240067,0.010842817851898395,0.0019230769230769232
0.0057692307692307696,0.07570143650962903,0.012110588127824248,0.0019230769230769232
0.04807692307692308,0.13918104256376196,0.07720062518699673,0.0057692307692307696
0.3942307692307693,0.16449669732052796,0.3811322916407473,0.04807692307692308
0.2730769230769231,0.2894989495465947,0.26251002296358916,0.3942307692307693
0.9365384615384617,0.18950633758856494,0.23484475785650216,0.2730769230769231
0.04038461538461539,0.41576227586275866,0.06212723801077245,0.9365384615384617
0.013461538461538462,0.14301845707850858,0.08259331794685702,0.04038461538461539
0.0,0.024044739237587445,0.1696754476219068,0.013461538461538462
0.1,0.1211214252687656,0.08610694901404012,0.0
0.0,0.061104137209886056,0.007452359591058446,0.1
0.0019230769230769232,0.12691213812134397,0.009514444001304889,0.0
0.0019230769230769232,0.028746850270294402,0.011157204365533496,0.0019230769230769232
0.0057692307692307696,0.12756303284067272,0.012424973098873188,0.0019230769230769232
0.07115384615384616,0.028217188310947786,0.07751500919426227,0.0057692307692307696
0.5192307692307693,0.15315710498364868,0.38144667305768787,0.07115384615384616
0.2730769230769231,0.2269131023289201,0.26282440521090195,0.5192307692307693
0.2692307692307693,0.2353194332138137,0.23515913871316746,0.2730769230769231
0.05,0.1274380262861578,0.0624416241028165,0.2692307692307693
0.13076923076923078,0.14931765026995822,0.08290770151263586,0.05
0.07884615384615384,0.07186602717659307,0.1699898306757677,0.13076923076923078
0.12307692307692308,0.15328044043977263,0.08642133203225483,0.07884615384615384
0.0,0.0654810983123372,0.007766744596734345,0.12307692307692308
0.0057692307692307696,0.12774909250816605,0.00982882899942697,0.0
0.007692307692307693,0.02440421436309853,0.011471589394615279,0.0057692307692307696
0.0057692307692307696,0.1271846638257642,0.012739357794630285,0.007692307692307693
0.05,0.02170907183888117,0.07782939365768814,0.0057692307692307696
0.2557692307692308,0.13987153962827223,0.3817610585328855,0.05
0.1826923076923077,0.11954738568435334,0.26313879033859155,0.2557692307692308
0.39038461538461544,0.19209360587224228,0.23547352486358059,0.1826923076923077
0.04038461538461539,0.17563261372186567,0.0627560086634538,0.39038461538461544
0.3865384615384616,0.14447052313084138,0.08322208602448533,0.04038461538461539
0.4980769230769231,0.1614908070454795,0.1703042149021079,0.3865384615384616
0.11346153846153847,0.31727245734532517,0.08673571729185603,0.4980769230769231
0.0,0.06641407634958937,0.008081129357360039,0.11346153846153847
0.0019230769230769232,0.12645180296725714,0.010143213753008414,0.0
0.009615384615384616,0.023686600091829726,0.01178597410568093,0.0019230769230769232
0.0057692307692307696,0.12508041707464693,0.013053742622636949,0.009615384615384616
0.07307692307692308,0.029884364428886395,0.0781437785598751,0.0057692307692307696
0.29615384615384616,0.14613727794856488,0.38207544355850315,0.07307692307692308
0.38461538461538464,0.14554073444369015,0.2634531753257167,0.29615384615384616
0.21730769230769234,0.2726573448266463,0.23578790989471407,0.38461538461538464
0.05,0.10983586023693234,0.06307039342399337,0.21730769230769234
0.0,0.1377767544925328,0.08353647095346554,0.05
0.28461538461538466,0.030601096625251192,0.1706185998780131,0.0
0.057692307692307696,0.22072316960617117,0.08705010222214928,0.28461538461538466
0.0,0.05536501169986277,0.008395514180078192,0.057692307692307696
0.0019230769230769232,0.11193923147996453,0.010457598576550396,0.0
0.0019230769230769232,0.03554505425112177,0.012100358929159687,0.0019230769230769232
0.0057692307692307696,0.11530447207750065,0.013368127462614027,0.0019230769230769232
0.0903846153846154,0.03793401004455582,0.07845816341169186,0.0057692307692307696
0.6903846153846154,0.14661983327275022,0.38238982833803736,0.0903846153846154
0.2230769230769231,0.2993160544120944,0.2637675601298964,0.6903846153846154
0.17115384615384616,0.20315312341192848,0.236102294629577,0.2230769230769231
0.04038461538461539,0.09362495173053655,0.06338477827598989,0.17115384615384616
0.0903846153846154,0.1336727890024473,0.08385085580085345,0.04038461538461539
