Test,LSTM
0.0038461538461538464,0.0024892017
0.0038461538461538464,7.9125166e-05
0.07884615384615384,0.11113098
0.3134615384615385,0.4340194
0.2903846153846154,0.3173842
0.17692307692307693,0.22302996
0.04038461538461539,0.1475428
0.10192307692307692,0.119209126
0.23076923076923078,0.10086591
0.0903846153846154,0.083686434
0.0,0.06601958
0.0019230769230769232,0.03862933
0.0038461538461538464,0.004279934
0.0038461538461538464,-0.013484858
0.1076923076923077,0.03789927
0.4384615384615385,0.3718989
0.18461538461538463,0.32564977
0.17307692307692307,0.22399274
0.051923076923076926,0.15429115
0.07692307692307693,0.12891822
0.48269230769230775,0.10613387
0.057692307692307696,0.087151945
0.0,0.05507706
0.0019230769230769232,0.029705003
0.0019230769230769232,0.0024480224
0.0038461538461538464,-0.006928183
0.046153846153846156,0.06269434
0.3403846153846154,0.34207952
0.17500000000000002,0.31689397
0.20192307692307693,0.23325011
0.07115384615384616,0.1511459
0.0,0.101669066
0.038461538461538464,0.079086155
0.057692307692307696,0.060344927
0.0,0.048693653
0.0019230769230769232,0.02711673
0.0019230769230769232,0.005176425
0.0038461538461538464,0.010948397
0.06730769230769232,0.13476968
0.42307692307692313,0.40117902
0.2865384615384616,0.2999275
0.3038461538461539,0.26322114
0.04038461538461539,0.16803102
0.07692307692307693,0.10746929
0.1576923076923077,0.080242
0.10961538461538463,0.06272203
0.0,0.06338198
0.0019230769230769232,0.030683413
0.0019230769230769232,-0.0034637004
0.0038461538461538464,-0.019560449
0.07115384615384616,0.047095224
0.5807692307692308,0.4095347
0.4076923076923077,0.31219155
0.5923076923076923,0.22148815
0.06538461538461539,0.16491362
0.09423076923076924,0.14403543
0.025,0.11435865
0.057692307692307696,0.075575665
0.0,0.042901687
0.0019230769230769232,0.013936974
0.0019230769230769232,-0.010192461
0.0038461538461538464,-0.011557028
0.057692307692307696,0.094922185
0.2826923076923077,0.41188666
0.19230769230769232,0.3146855
0.38269230769230766,0.22353145
0.04038461538461539,0.14656144
0.5942307692307692,0.107087076
0.0,0.08846229
0.08653846153846154,0.06993456
0.0,0.051484957
0.0019230769230769232,0.027471192
0.0019230769230769232,0.0011430159
0.0038461538461538464,-0.0080912635
0.09807692307692308,0.069358364
0.26346153846153847,0.37723708
0.27884615384615385,0.38189015
0.1980769230769231,0.29241684
0.04038461538461539,0.20393443
0.0,0.15372704
0.007692307692307693,0.123845965
0.057692307692307696,0.09714764
0.0,0.0625321
0.0019230769230769232,0.035124406
0.0019230769230769232,0.009920694
0.025,0.004222065
0.07692307692307693,0.06821772
0.28076923076923077,0.3492914
0.17884615384615388,0.38517535
0.17884615384615388,0.28119412
0.06346153846153846,0.17572197
0.05384615384615385,0.11857624
0.7000000000000001,0.09195167
0.05961538461538462,0.107364714
0.0,0.07299523
0.0019230769230769232,0.046282314
0.0019230769230769232,0.009649657
0.0038461538461538464,-0.0128538385
0.09615384615384616,0.03168816
0.34423076923076923,0.34119064
0.26153846153846155,0.33784005
0.1903846153846154,0.23535863
0.04038461538461539,0.1706678
0.09615384615384616,0.15532511
0.2423076923076923,0.13009802
0.057692307692307696,0.094766185
0.0,0.061488375
0.0019230769230769232,0.0347754
0.0019230769230769232,0.010016881
0.0057692307692307696,0.0035024509
0.09615384615384616,0.053702734
0.43653846153846154,0.22705935
0.20384615384615384,0.32720485
0.22884615384615387,0.27353832
0.05961538461538462,0.19947222
0.4076923076923077,0.13023084
0.021153846153846155,0.08706875
0.057692307692307696,0.06554578
0.0,0.051864322
0.0019230769230769232,0.023197167
0.0019230769230769232,-0.003437005
0.0057692307692307696,-0.008988939
0.11346153846153847,0.08461768
0.3615384615384616,0.39213407
0.17500000000000002,0.31531394
0.3019230769230769,0.22980767
0.04038461538461539,0.14654142
0.0903846153846154,0.10108486
0.03653846153846154,0.079643436
0.057692307692307696,0.060162853
0.0,0.04795341
0.0019230769230769232,0.021116279
0.007692307692307693,-0.001680702
0.0057692307692307696,0.0015176162
0.1,0.12704305
0.5980769230769232,0.43496048
0.20576923076923076,0.30957997
0.17692307692307693,0.2482281
0.05384615384615385,0.1560645
0.13461538461538464,0.10615286
0.11153846153846154,0.0834075
0.11346153846153847,0.078724
0.0,0.044819176
0.0019230769230769232,0.016286954
0.0019230769230769232,-0.009518318
0.0057692307692307696,-0.010597311
0.15384615384615385,0.12178477
0.3,0.437346
0.225,0.29427835
0.33076923076923076,0.20713204
0.04038461538461539,0.1427685
0.0,0.1185535
0.0,0.092581265
0.28461538461538466,0.068231374
0.0,0.04127475
0.0019230769230769232,0.017030552
0.0019230769230769232,-0.0032220408
0.0057692307692307696,0.00837902
0.05961538461538462,0.18439284
0.31923076923076926,0.40369487
0.27884615384615385,0.2418496
0.7000000000000001,0.20034757
0.05384615384615385,0.12707482
0.5326923076923077,0.09595562
0.0,0.08478871
0.05961538461538462,0.069316454
0.0,0.048319448
0.0019230769230769232,0.023227647
0.0019230769230769232,-0.0053076446
0.0057692307692307696,-0.0155110285
0.07692307692307693,0.063890874
0.47884615384615387,0.3709238
0.17500000000000002,0.35099617
0.21153846153846156,0.24743146
0.04038461538461539,0.15907761
0.0,0.11473082
0.0,0.08502562
0.11346153846153847,0.059390977
0.0,0.039762817
0.0019230769230769232,0.02945222
0.0019230769230769232,0.007721506
0.0057692307692307696,0.0073640794
0.04807692307692308,0.090208806
0.3942307692307693,0.37457985
0.2730769230769231,0.37475199
0.9365384615384617,0.2613643
0.04038461538461539,0.17624229
0.013461538461538462,0.117913224
0.0,0.095775604
0.1,0.09259349
0.0,0.050639026
0.0019230769230769232,0.017873228
0.0019230769230769232,-0.013188101
0.0057692307692307696,-0.023207434
0.07115384615384616,0.0840091
0.5192307692307693,0.45075876
0.2730769230769231,0.32232943
0.2692307692307693,0.24814218
0.05,0.18189546
0.13076923076923078,0.15374407
0.07884615384615384,0.11504938
0.12307692307692308,0.076183096
0.0,0.044497147
0.0057692307692307696,0.022210374
0.007692307692307693,-0.0016519874
0.0057692307692307696,-0.0065754876
0.05,0.071171395
0.2557692307692308,0.37326574
0.1826923076923077,0.3742387
0.39038461538461544,0.26817417
0.04038461538461539,0.17967692
0.3865384615384616,0.14573082
0.4980769230769231,0.116057344
0.11346153846153847,0.087162495
0.0,0.058252707
0.0019230769230769232,0.034458794
0.009615384615384616,0.005512543
0.0057692307692307696,-0.0097722635
0.07307692307692308,0.045395806
0.29615384615384616,0.3272382
0.38461538461538464,0.35230663
0.21730769230769234,0.30793035
0.05,0.21055016
0.0,0.14132135
0.28461538461538466,0.106225245
0.057692307692307696,0.08313031
0.0,0.06037777
0.0019230769230769232,0.03987083
0.0019230769230769232,0.01468233
0.0057692307692307696,0.0047570467
0.0903846153846154,0.037875734
0.6903846153846154,0.21041599
0.2230769230769231,0.3625235
0.17115384615384616,0.28906006
0.04038461538461539,0.1873122
0.0903846153846154,0.12979703
0.0,0.08815819
0.057692307692307696,0.052448824
0.0,0.035496555
0.0019230769230769232,0.01442796
0.0019230769230769232,-0.006954953
0.0057692307692307696,0.00065431
0.046153846153846156,0.1408131
0.35769230769230775,0.4370429
0.5692307692307693,0.27362362
0.17115384615384616,0.17790338
0.05961538461538462,0.1180422
1.0,0.09043653
0.0038461538461538464,0.08209169
0.057692307692307696,0.06765601
0.0,0.055446837
0.0019230769230769232,0.024377264
0.0019230769230769232,-0.0055539235
0.0057692307692307696,-0.018279158
0.046153846153846156,0.07301015
0.5576923076923077,0.40215936
0.17500000000000002,0.35482338
0.17115384615384616,0.2865951
0.04038461538461539,0.20466626
0.0,0.1634482
0.11923076923076924,0.1252747
0.09615384615384616,0.09439543
0.0,0.057800166
0.0019230769230769232,0.03221581
0.0019230769230769232,0.010431029
0.0057692307692307696,0.009495303
0.046153846153846156,0.0852963
0.34423076923076923,0.3355011
0.1826923076923077,0.36457193
0.20576923076923076,0.26376772
0.04038461538461539,0.20611776
0.0019230769230769232,0.13365647
0.12115384615384615,0.09560129
0.057692307692307696,0.09213404
0.0,0.054920487
0.0019230769230769232,0.026877359
0.0019230769230769232,-0.00014636666
0.0057692307692307696,0.0009564385
0.05961538461538462,0.16859579
0.2653846153846154,0.45136708
0.5673076923076923,0.24443385
0.2,0.19079533
0.04038461538461539,0.14111257
0.0,0.1236016
0.275,0.101193376
0.05961538461538462,0.0760276
0.0,0.056960337
0.0038461538461538464,0.030770212
0.0038461538461538464,-0.0024520978
0.0057692307692307696,-0.018013716
0.046153846153846156,0.044066884
0.2557692307692308,0.3873875
0.1903846153846154,0.3179707
0.17115384615384616,0.22773537
0.06730769230769232,0.15837929
0.0,0.1336553
0.11923076923076924,0.10872699
0.0903846153846154,0.08006407
0.0,0.062253855
0.0019230769230769232,0.03472831
0.0038461538461538464,0.007555671
0.0057692307692307696,0.0005864799
0.16153846153846155,0.092666306
0.3,0.43552172
0.17500000000000002,0.3121058
0.17115384615384616,0.2021828
0.04038461538461539,0.13511136
0.0,0.099460214
0.11923076923076924,0.08554429
0.057692307692307696,0.06988713
0.0,0.06930282
0.0038461538461538464,0.041069515
0.007692307692307693,0.010284111
0.0057692307692307696,0.00043115765
0.046153846153846156,0.07414928
0.2576923076923077,0.37186593
0.17500000000000002,0.2685599
0.21153846153846156,0.17421533
0.04423076923076923,0.12792146
0.0,0.11400359
0.013461538461538462,0.09752788
0.057692307692307696,0.07232623
0.0,0.057129737
0.0019230769230769232,0.035030067
0.0019230769230769232,0.007251039
0.0057692307692307696,0.009893008
0.046153846153846156,0.17276669
0.45769230769230773,0.44258833
0.1826923076923077,0.29430026
0.21153846153846156,0.20339987
0.05384615384615385,0.15916358
0.0,0.14730209
0.0,0.12338274
0.06346153846153846,0.091401346
0.0,0.07272728
0.0019230769230769232,0.041243255
0.0019230769230769232,0.007244922
0.0057692307692307696,-0.005531028
0.046153846153846156,0.069956675
0.25961538461538464,0.44442913
0.2557692307692308,0.31694093
0.21923076923076926,0.22665873
0.04038461538461539,0.18888393
0.028846153846153848,0.18283638
0.08846153846153847,0.1490703
0.057692307692307696,0.10502346
0.0,0.06602291
0.0019230769230769232,0.035009243
0.009615384615384616,0.0026421174
0.0057692307692307696,-0.00654795
0.046153846153846156,0.116465084
0.275,0.49666047
0.36346153846153845,0.30166548
0.31153846153846154,0.23827401
0.04038461538461539,0.19217455
0.4461538461538462,0.18319646
0.0,0.15432677
0.057692307692307696,0.11232703
0.0,0.06970218
0.0019230769230769232,0.036649987
0.0019230769230769232,0.00084353983
0.0057692307692307696,-0.019703664
0.07115384615384616,0.01671169
0.3865384615384616,0.32372907
0.26346153846153847,0.37004268
0.23076923076923078,0.25391603
0.04038461538461539,0.17486984
0.0,0.14122593
0.3596153846153846,0.11067348
0.057692307692307696,0.08199776
0.0,0.058414064
0.0019230769230769232,0.030489795
0.0019230769230769232,0.004077606
0.0057692307692307696,-0.0059587806
0.1,0.04670097
0.2557692307692308,0.3242254
0.2826923076923077,0.3743506
0.2865384615384616,0.25846145
0.04038461538461539,0.17734101
0.0,0.118808344
0.046153846153846156,0.09199415
0.057692307692307696,0.08912493
0.0,0.05195646
0.0019230769230769232,0.024925351
0.013461538461538462,0.00067903847
0.0057692307692307696,0.0018731654
0.11346153846153847,0.12284899
0.2557692307692308,0.42636544
0.38461538461538464,0.28023586
0.2576923076923077,0.21174583
0.04038461538461539,0.13378398
0.0,0.091825284
0.17307692307692307,0.074561894
0.08076923076923077,0.059193198
0.0,0.056059603
0.0038461538461538464,0.02573926
0.0019230769230769232,-0.0042205006
0.0057692307692307696,-0.013335593
0.05384615384615385,0.08513607
0.35192307692307695,0.4531508
0.2230769230769231,0.32788283
0.17115384615384616,0.2202341
0.04038461538461539,0.16099113
0.0,0.14704816
0.0,0.11684409
0.057692307692307696,0.07972254
0.0,0.050727442
0.0019230769230769232,0.024435602
0.0019230769230769232,0.0011483207
0.0057692307692307696,0.006865278
0.06730769230769232,0.15347761
0.3096153846153847,0.47401062
0.4846153846153846,0.3015209
0.21730769230769234,0.19673169
0.04038461538461539,0.13960308
0.0,0.11919587
0.6230769230769231,0.09714033
0.057692307692307696,0.07744306
0.0,0.0654591
0.0019230769230769232,0.035879828
0.0019230769230769232,-0.00061681867
0.0057692307692307696,-0.02236604
0.046153846153846156,0.02533187
0.3269230769230769,0.36122966
0.31923076923076926,0.3378163
0.17115384615384616,0.2454584
0.04038461538461539,0.18857896
0.0,0.16759098
0.05384615384615385,0.1333452
0.1826923076923077,0.09154412
0.0,0.056318372
0.0019230769230769232,0.03079237
0.0019230769230769232,0.0078012943
0.0057692307692307696,0.005629264
0.046153846153846156,0.09076011
0.3557692307692308,0.36368313
0.46730769230769237,0.31828877
0.17115384615384616,0.22277541
0.04038461538461539,0.17131037
0.2,0.10820691
0.0,0.079264134
0.21153846153846156,0.061809137
0.0,0.055993088
0.0019230769230769232,0.026411511
0.0038461538461538464,-0.0033631697
0.0057692307692307696,-0.014508873
0.07115384615384616,0.06589558
0.6826923076923077,0.39846152
0.20576923076923076,0.27777207
0.34423076923076923,0.18766132
0.06346153846153846,0.1262551
0.0,0.102390364
0.0038461538461538464,0.078306586
0.06153846153846154,0.05327741
0.0,0.031490855
0.0019230769230769232,0.01447776
0.0038461538461538464,-0.00673265
0.0057692307692307696,0.0001880005
0.08461538461538462,0.14091602
0.47500000000000003,0.43473148
0.17500000000000002,0.2681638
0.17115384615384616,0.17845824
0.04038461538461539,0.11362742
0.5365384615384615,0.08471845
0.0,0.071710795
0.09423076923076924,0.058021378
0.0,0.034906454
0.0019230769230769232,0.01802852
0.0038461538461538464,-0.007895954
0.0057692307692307696,-0.009502627
0.05961538461538462,0.1343326
0.4403846153846154,0.4551851
0.2923076923076923,0.314063
0.21730769230769234,0.24832296
0.04807692307692308,0.17620732
0.0,0.15472104
0.0,0.123048455
0.07115384615384616,0.08091518
0.0,0.045339804
0.0019230769230769232,0.01985272
0.0019230769230769232,-0.001024887
0.0057692307692307696,0.006318897
0.046153846153846156,0.13805185
0.2730769230769231,0.43054014
0.47692307692307695,0.3043054
